,query,answer,options,sum_supports
78,What was the instance_of HMAS Kurumba?,ship,"['air force', 'army', 'branch', 'department', 'extraction', 'federation', 'force', 'january', 'military', 'nation', 'navy', 'oil', 'oil tanker', 'point', 'process', 'region', 'service', 'ship', 'six', 'tanker', 'transport', 'two']"," The Federation of Australia was the process by which the six British self-governing colonies of Queensland, New South Wales, Victoria, Tasmania, South Australia, and Western Australia agreed to unite and form the Commonwealth of Australia, establishing a system of federalism. Fiji and New Zealand were originally part of this process, but they decided not to join the federation. When the Constitution of Australia came into force on 1 January 1901, the colonies collectively became states of the Commonwealth of Australia.

HMAS Kurumba was an oil tanker operated by the Royal Australian Navy (RAN) from 1919 to 1946. Built by Swan Hunter & Wigham Richardson in 1916, Kurumba served in the Royal Navy's Royal Fleet Auxiliary during World War I and was transferred to the Royal Australian Fleet Auxiliary in 1919. She operated in Australian and South-East Asia waters until being paid off to reserve in 1928. Reactivated in 1939, Kurumba served in World War II, operating in Australian waters and the South-West Pacific Area. After the war, she was sold to Artemis Maritime Co Inc in 1948 and renamed Angeliki. In 1955, she was sold to Pappas Eleftheriades and renamed Evangelos. She was broken up in 1966.

Oil tankers are merchant ships designed for the bulk transport of oil. There are two basic types: crude tankers, which move large quantities of unrefined crude oil, and product tankers, which transport refined products. The Royal Australian Navy (RAN) is the naval branch of the Australian Defence Force (ADF), consisting of the RAN, Australian Army, Royal Australian Air Force (RAAF), and several 'tri-service' units. The ADF has a strength of just over 80,000 full-time personnel and active reservists, supported by the Department of Defence and several civilian agencies. <|end|>"
79,What is the country of citizenship of Travis Mayweather?,earth,"['american', 'british', 'earth']"," Travis Mayweather, a fictional character from the television series Star Trek: Enterprise, is portrayed by Anthony Montgomery. Mayweather serves as a navigator and helm officer aboard the starship Enterprise, holding the rank of Ensign. He is a main character throughout the show's four-season run.

General Hospital, an American daytime television medical drama, holds the record for the longest-running American soap opera in production and the third longest-running drama in television in American history. Premiering on ABC in 1963, it is also the world's third longest-running scripted drama series in production and the second-longest-running televised soap opera still in production.

A nautical chart is a graphic representation of a maritime area and adjacent coastal regions, showing details such as water depths, coastal features, navigational hazards, and human-made structures. Nautical charts are essential tools for marine navigation, and they can be printed on paper or available in electronic form.

The United Paramount Network (UPN) was an American broadcast television network that launched in 1995. It was originally owned by Chris-Craft Industries/United Television, and later became a joint venture between Viacom and Chris-Craft in 1996. Viacom eventually purchased Chris-Craft's remaining stake in 2000. In 2005, UPN was spun off to CBS Corporation when CBS and Viacom split into two separate companies.

A navigator is the person responsible for a ship or aircraft's navigation, ensuring the vessel's position is known at all times. Their responsibilities include planning journeys, advising on estimated timing to destinations, and avoiding hazards. Navigators maintain nautical charts, publications, and navigational equipment, and are generally responsible for meteorological equipment and communications.

Star Trek is an American science fiction entertainment franchise based on the television series created by Gene Roddenberry. The first series, simply called ""Star Trek,"" debuted in 1966 and followed the interstellar adventures of Captain James T. Kirk and his crew aboard the starship USS Enterprise. The franchise includes four"
80,What was the religious order of Felix of Cantalice?,order of friars minor,"['augustinians', 'carmelites', 'catholicism', 'order of friars minor']"," The Order of the Brothers of the Blessed Virgin Mary of Mount Carmel, commonly known as Carmelites, is a Roman Catholic religious order founded in the 12th century on Mount Carmel in the Crusader States. The Carmelites are one of the significant orders of friars, alongside the Dominicans, Franciscans, Augustinians, and Carmelites. The term ""charism"" refers to the unique contribution of each religious order, which in the case of the Carmelites, is defined by the teachings and spiritual disciplines of their founder, Augustine of Hippo.

The Franciscan Order, founded in 1209 by Francis of Assisi, is another prominent group of mendicant religious orders within the Catholic Church. The Franciscan Order includes the Order of Friars Minor, the Order of Saint Clare, and the Third Order of Saint Francis. These orders follow the teachings and spiritual disciplines of their founder and his main associates and followers, such as Clare of Assisi, Anthony of Padua, and Elizabeth of Hungary.

Felix of Cantalice, born in 1515 in Italy, was the first Capuchin friar to be canonized as a saint by Pope Clement XI in 1712. The Capuchin friars are a branch of the Franciscan Order, and their charism is based on the teachings and spiritual disciplines of their founder, Saint Francis of Assisi.

In summary, the Carmelites, Franciscans, and Capuchin friars are all significant orders of friars within the Catholic Church, each with their unique charism and spiritual disciplines. These orders have been influential in shaping the religious landscape of the Church and continue to play a vital role in the lives of their members and the communities they serve. <|end|>"
81,Where did Elisabeth Marschall pass away?,hamelin,"['albert', 'austria', 'berlin', 'central', 'cologne', 'england', 'frankfurt', 'germany', 'hamburg', 'hamelin', 'march', 'most', 'nagasaki', 'ravensbrück concentration camp', 'union']"," Albert Pierrepoint, a notorious hangman in England, executed at least 400 people, including war criminals William Joyce and John Amery. In post-war Germany, Pierrepoint carried out executions for war crimes at the Hamburg Ravensbrück Trials, where 21 women were among the defendants. Elisabeth Marschall, the Head Nurse at Ravensbrück, was found guilty and executed by Pierrepoint on May 3, 1947, making her the oldest female Nazi to be executed.

Germany, officially the Federal Republic of Germany, is a federal parliamentary republic in central-western Europe with a population of about 82 million people. It is the second most popular immigration destination in the world. Hamburg, the second largest city in Germany, is situated on the river Elbe and is the eighth largest city in the European Union.

Hamelin, a town on the river Weser in Lower Saxony, is best known for the tale of the Pied Piper of Hamelin. World War II, also known as the Second World War, was a global war that lasted from 1939 to 1945 and involved the vast majority of the world's nations. It was the most widespread war in history, directly involving more than 100 million people from over 30 countries. The war resulted in an estimated 50 million to 85 million fatalities, making it the deadliest conflict in human history. <|end|>"
82,What was the country of citizenship for John Bell?,united kingdom of great britain and ireland,"['belgium', 'england', 'germany', 'great britain', 'kingdom of great britain', 'london', 'scotland', 'united kingdom', 'united kingdom of great britain and ireland']"," Ipswich, Suffolk, England, is the county town of Suffolk, located on the estuary of the River Orwell. The town has a long history, with continuous occupation since the Saxon period. Its port has been one of England's most important throughout history. The North Sea, a marginal sea of the Atlantic Ocean, is located between Great Britain, Scandinavia, Germany, the Netherlands, Belgium, and France. Felixstowe, an Edwardian seaside town, is located between the River Orwell and River Deben on the North Sea coast of Suffolk. The Port of Felixstowe is the largest container port in the United Kingdom.

Kensington Gardens, once the private gardens of Kensington Palace, are among the Royal Parks of London. They are shared by the City of Westminster and the Royal Borough of Kensington and Chelsea. The gardens cover an area of 270 acres and form a continuous ""green lung"" in the heart of London. The Royal Albert Hall, a concert hall in South Kensington, London, holds the Proms concerts annually each summer since 1941. The Albert Memorial, situated in Kensington Gardens, was commissioned by Queen Victoria in memory of her husband, Prince Albert.

Norwich, a city on the River Wensum in East Anglia, was the largest city in England after London during the 11th century. Suffolk, an East Anglian county, is bordered by Norfolk, Cambridgeshire, Essex, and Suffolk. The county town is Ipswich. Norfolk, a county in East Anglia, is bordered by Lincolnshire, Cambridgeshire, Suffolk, and North Norfolk. The county town is Norwich.

Cambridgeshire, an East Anglian county, was formed in 1974 as an amalgamation of the counties of Cambridgeshire and Isle of Ely and Huntingdon and Peterborough. The city of Cambridge is the county town. Silicon Fen, a region known for its high-tech industry, is located in Cambridgeshire. Lincolnshire, a county in the east of England, is bordered by Northamptonshire, Le"
83,In which language was the work 'Ali Baba Goes to Town' originally written?,english,"['arabic', 'english', 'israel', 'persian', 'sicilian']"," Ali Baba Goes to Town is a 1937 film starring Eddie Cantor, Tony Martin, and Roland Young. The film is a spoof of Roosevelt's New Deal, with Cantor playing a hobo named Aloysius ""Al"" Babson who dreams of being an advisor to the Sultan in Baghdad. In his dream, Al organizes work programs, taxes the rich, and abolishes the army. The film also features Gypsy Rose Lee as the Sultana and the Raymond Scott Quintette performing ""Twilight In Turkey."" A clip from the film is shown in The Day of the Locust (1975), with Karen Black playing an aspiring actress in 1930s Hollywood.

Cairo, the capital of Egypt, is the largest city in the Middle East and the Arab world. Founded in 969 CE, it is a center of political and cultural life, known for its Islamic architecture. Iran, officially the Islamic Republic of Iran, is a sovereign state in Western Asia, bordered by Armenia, Azerbaijan, Turkmenistan, Afghanistan, Pakistan, and the Persian Gulf and the Gulf of Oman. Tehran is the country's capital and largest city, while Baghdad is the capital of Iraq and the second-largest city in the Arab world.

The Arab world consists of 22 Arabic-speaking countries, occupying an area from the Atlantic Ocean to the Arabian Sea and from the Mediterranean Sea to the Horn of Africa. The contemporary Arab world has a combined population of around 422 million people, over half of whom are under 25 years of age. Eddie Cantor was an American performer, comedian, dancer, singer, actor, and songwriter, known for his top-rated radio shows and hits like ""Makin' Whoopee"" and ""Ida."" Roland Young was an English actor known for his roles in theater and film. <|end|>"
84,What is the country of citizenship of Davide Valsecchi?,italy,"['british', 'italy']"," Flavio Briatore, an Italian businessman, began his career as a restaurant manager and insurance salesman in Italy. He faced several fraud charges in the 1980s, but these convictions were later annulled by an amnesty. Briatore then established successful Benetton franchises while on the run in the Virgin Islands and the United States. In 1990, he was appointed manager of the Benetton Formula One racing team, which later became Renault F1 in 2002.

Briatore was part-owner and chairman of London's Queens Park Rangers F.C. from 2007 to 2010. However, he was forced to resign from the ING Renault F1 team in 2009 due to his involvement in race fixing at the 2008 Singapore Grand Prix. The Fédération Internationale de l'Automobile (FIA) conducted its own investigation, resulting in Briatore's indefinite ban from any events sanctioned by the FIA. This ban was later overturned by a French Tribunal de Grande Instance.

The GP2 Series, introduced in 2005, is a form of open wheel motor racing that replaced the long-term Formula 3000 feeder series. The series was conceived by Bernie Ecclestone and Flavio Briatore, with Ecclestone also owning the rights to the name GP1. In 2010, the GP3 Series class was launched as a feeder class for the GP2 series.

Bernie Ecclestone, a British business magnate, served as the chief executive of the Formula One Group, which manages Formula One and controls the commercial rights to the sport. He also part-owns Delta Topco, the ultimate parent company of the Formula One Group. Ecclestone is considered an authoritative voice in Formula One racing and is often described as ""F1 Supremo"" in tabloid journalism.

Davide Valsecchi, an Italian racing driver, won the 2012 GP2 Series championship. <|end|>"
85,"What was the occupation of Mario, the developer of the game 'Mario Party 6'?",hudson soft,"['actor', 'camelot software planning', 'flagship', 'hudson soft', 'intelligent systems', 'legend', 'microsoft', 'namco', 'nd cube', 'nintendo', 'sony', 'square']"," The ""Mario"" franchise, created by Nintendo, is the best-selling video game series of all time, with over 210 million units sold. The franchise began with the ""Super Mario"" platform series, which follows Mario's adventures in the Mushroom Kingdom. The series has since expanded into various genres, including racing with the ""Mario Kart"" series, sports with ""Mario Tennis"" and ""Mario Golf"", role-playing games like ""Super Mario RPG"" and ""Paper Mario"", and educational games such as ""Mario Is Missing!"" and ""Mario's Time Machine"".

The ""Super Mario"" series has been developed by various studios, with Hudson Soft and Nd Cube being notable contributors. The series has been released on multiple platforms, including the NES, GameCube, Wii, and Nintendo 3DS. The latest installment, ""Super Mario 3D World"", was released in 2013 for the Wii U.

The ""Mario"" franchise has also expanded into other mediums, including television shows, films, comics, and merchandise. The character Mario has been voiced by Charles Martinet since 1995.

In addition to the ""Super Mario"" series, the ""Mario"" franchise has also produced other successful games, such as ""Mario Kart"" and ""Mario Tennis"". The ""Mario Kart"" series has sold over 100 million copies worldwide, while the ""Mario Tennis"" series has been well-received by fans.

Overall, the ""Mario"" franchise has had a significant impact on the video game industry, with its innovative gameplay, memorable characters, and enduring popularity. <|end|>"
86,What languages was Robert Gordon Robertson known to speak or write?,english,"['english', 'french', 'inuktitut']"," The Northwest Territories (NWT) is a Canadian territory located in Northern Canada, with a land area of approximately and a population of 44,291 as of 2016. Yellowknife, the only city and capital of the NWT, is situated on the northern shore of Great Slave Lake and is home to a diverse population speaking five of the eleven official languages of the territory.

The NWT was once known as the 'Copper Indians' or 'Yellowknife Indians', and the city was named after the local Dene tribe. The territory's history is marked by the leadership of Gordon Robertson, who served as Commissioner of the NWT from 1953 to 1963 and later held top positions in the Canadian public service.

The NWT is home to several indigenous languages, including Inuktitut and Inuinnaqtun, which are recognized as official languages in the territory. Inuktitut, also known as Eastern Canadian Inuktitut or Eastern Canadian Inuit, is spoken in all areas north of the tree line, including parts of Quebec, Newfoundland and Labrador, and northeastern Manitoba. Inuinnaqtun, a dialect of Inuktitut, is spoken in the NWT and Nunavut.

The NWT's diverse population and rich history make it a unique and important part of Canada's northern landscape. <|end|>"
87,What is the original language of the work 'Lollia Love'?,english,"['english', 'spanish']"," Southern California, often referred to as SoCal, is a region encompassing California's southernmost counties. Traditionally, it includes eight counties: Imperial, Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, and Ventura. However, a broader definition includes Kern and San Luis Obispo counties, based on historical political divisions. Southern California is a significant economic hub for California and the United States.

LolliLove is a mockumentary co-written by and starring Jenna Fischer. The film follows a misguided couple from Southern California who attempt to make a difference in the lives of the homeless by giving them lollipops with a cheerful slogan on the wrapper. Lollipops are a type of confectionery consisting of hard candy or water-ice mounted on a stick, intended for sucking or licking. They come in various flavors and shapes.

Confectionery, also known as sweets or candy, is divided into two categories: bakers' confections and sugar confections. San Diego, a major city in California, is located in San Diego County on the Pacific Ocean coast in Southern California. It is approximately south of Los Angeles and adjacent to the Mexico border. <|end|>"
88,In which category does Ultimate Daredevil and Elektra belong?,limited series,"['1937', 'action', 'animation', 'august', 'book', 'century', 'comic', 'company', 'conglomerate', 'culture', 'day', 'dc comics', 'entertainment', 'episodes', 'five', 'four', 'group', 'imprint', 'industry', 'internet', 'jack', 'june', 'league', 'limited', 'limited series', 'magazine', 'mass', 'mass media', 'media conglomerate', 'music', 'name', 'narrative', 'number', 'parent company', 'practice', 'protagonist', 'publication', 'publisher', 'publishing', 'release', 'sequence', 'series', 'shared universe', 'society', 'steel', 'studio', 'superhero', 'team', 'term', 'title', 'toy', 'video', 'work']"," Greg Rucka, a renowned American comic book writer, is celebrated for his work on iconic characters such as Superman, Batman, and the X-Men. Rucka's notable contributions include the miniseries ""Superman: World of New Krypton"" and the ""Atticus Kodiak"" series.

The American comic book industry has a rich history, with the first comic strip appearing in newspapers in the 19th century. By the 20th century, comic strips had evolved into a popular form of entertainment, with over 200 different strips published daily in American newspapers.

DC Comics, founded in 1934, is one of the most prominent comic book publishers, known for its superhero characters like Superman, Batman, and Wonder Woman. The company's flagship series, ""Detective Comics,"" introduced Batman in 1939 and is the source of DC Comics' name.

Marvel Comics, founded in 1939 as Timely Publications, is another major player in the comic book industry. The company's most famous characters include Spider-Man, the X-Men, the Avengers, and the Fantastic Four. Marvel's imprint Ultimate Marvel, launched in 2001, features re-imagined versions of these characters.

The Walt Disney Company, founded in 1923, is a multinational entertainment conglomerate that operates under the Disney brand. The company is known for its animated films, theme parks, and television shows.

The comic book industry has also seen the rise of web comics, which are published online and have gained popularity in recent years.

In summary, the American comic book industry has a long and storied history, with iconic characters and storylines that have captivated audiences for decades. Greg Rucka's contributions to the industry have helped shape the narratives of some of the most beloved superheroes in comic book history. <|end|>"
89,What was the instance of Derjon?,river,"['12', 'army', 'autonomous province', 'body of water', 'border', 'capital', 'census', 'channel', 'city', 'climate', 'code', 'communication', 'confederation', 'country', 'data', 'dialect', 'fashion', 'footwear', 'government', 'head of state', 'hungary', 'italy', 'law', 'legislature', 'may', 'mediterranean sea', 'member', 'name', 'nation', 'norm', 'number', 'ocean', 'official', 'parliament', 'part', 'peninsula', 'plateau', 'region', 'republic', 'river', 'romance', 'seat', 'shape', 'sign', 'size', 'spa', 'standard', 'steel', 'style', 'system of government', 'territory', 'the city', 'three', 'town', 'two', 'union', 'valley', 'variety', 'water']"," South Tyrol, also known as Alto Adige, is an autonomous province in northern Italy, part of the autonomous region of Trentino-Alto Adige/Südtirol. It has an area of 7,800 square kilometers and a population of 511,750 as of 2011. The capital city is Bolzano, which is also the largest city in the province. The majority of the population speaks German, with Italian and Ladin also being widely spoken.

The region is characterized by a Mediterranean climate, with mild winters and warm summers. The Adige River, which has its source in the Alpine province of South Tyrol, is the second longest river in Italy.

Trentino-Alto Adige/Südtirol is an autonomous region in Northern Italy, consisting of two self-governing provinces: Trentino and South Tyrol. The region has its own legislative and administrative powers since the 1970s.

Vatican City, officially the Vatican City State, is a walled enclave within Rome, Italy. It is the smallest state in the world by both area and population, with a population of 842. The Vatican City is the headquarters of the Roman Catholic Church and the residence of the Pope.

The Mediterranean Sea is a sea connected to the Atlantic Ocean, surrounded by Southern Europe, North Africa, and the Middle East. It is sometimes considered a part of the Atlantic Ocean.

San Marino, officially the Republic of San Marino, is an enclaved microstate surrounded by Italy. It has a population of 33,562 and a land area of 61 square kilometers. The euro is the official currency of San Marino, as well as 19 other European Union member states.

The Derjon is a stream in South Tyrol, Italy. Merano, also known as Meran, is a town and comune in South Tyrol, known for its spa resorts.

Italy is a unitary parliamentary republic in Europe, with a population of 61 million people. It is the fourth most populous EU member state. Standard German is the standardized variety of the German language used in formal contexts."
90,What is the parent taxon of the saw-wing?,hirundinidae,"['amniota', 'animal', 'anomalospiza', 'bear', 'bird', 'chordata', 'cuculidae', 'eunectes', 'helix', 'hirundinidae', 'hirundo', 'homo', 'human', 'icteridae', 'insects', 'mammal', 'ostrich', 'passer', 'rodentia', 'sauropsida', 'shrike', 'sparrow', 'sphaerodactylus', 'squamata', 'theria', 'vertebrata']"," The cuckoo family, Cuculidae, includes various bird species such as the common or European cuckoo, roadrunners, koels, malkohas, coucas, coucals, and anis. Some of these species, like the coucals and anis, are sometimes classified as distinct families, the Centropodidae and Crotophagidae, respectively. Swallows and martins, belonging to the family Hirundinidae, are known for their adaptation to aerial feeding.

Species are defined as the basic unit of biological classification, typically characterized by the ability to produce fertile offspring through sexual reproduction. However, defining species can be problematic, especially in species complexes where boundaries between closely related species become unclear.

Binomial nomenclature, introduced by Carl Linnaeus, is a formal system of naming species using two parts: the genus name and the species name. For example, humans belong to the genus ""Homo"" and within this genus to the species ""Homo sapiens.""

Sexual reproduction involves the fusion of specialized reproductive cells called gametes, which contain half the number of chromosomes of normal cells. This process, known as meiosis, results in the creation of a single-celled zygote with genetic material from both parents.

Birds, belonging to the clade Passeri, are characterized by their vocal organ, which produces diverse and elaborate bird songs. They are classified as the class of tetrapods with the most living species, with approximately ten thousand species.

Mammals are a class of vertebrates characterized by features such as a neocortex, hair, three middle ear bones, and mammary glands. They are the only living Synapsida and the sister group of the extinct ""Haldanodon.""

Feathers are complex integumentary structures unique to birds, forming their distinctive plumage. They are considered a key evolutionary novelty that distinguishes birds from other living groups.

A genus is a taxonomic rank used in biological classification, representing a group of related species. For example, the genus ""Molothrus"" includes cowbirds, which are brood parasites that manipulate host species to"
91,Which location shares a border with Panitan?,roxas,"['as', 'asia', 'australia', 'cagayan de oro', 'celebes sea', 'davao city', 'east', 'gas', 'guangzhou', 'hong kong', 'iloilo', 'indonesia', 'island', 'japan', 'java sea', 'kuala lumpur', 'leyte', 'major', 'malaysia', 'manila', 'most', 'muntinlupa', 'national capital region', 'navotas', 'north', 'northern region', 'northwest', 'pacific ocean', 'palau', 'panay', 'parañaque', 'pasig', 'putrajaya', 'quezon', 'quezon city', 'roxas', 'san juan', 'south', 'southwest', 'sulu sea', 'taiwan', 'thailand', 'tianjin', 'vietnam']"," The Philippines, officially the Republic of the Philippines, is an island country in Southeast Asia, consisting of over 7,600 islands. It is the second most populous country in the world, with a population of over 100 million people. The country is divided into three main geographical divisions: Luzon, Visayas, and Mindanao. The capital city is Manila, located on the island of Luzon.

The Visayas is one of the three major island groups in the Philippines, consisting of several islands surrounding the Visayan Sea. The Visayan people predominantly inhabit this region. The most populous city in the Visayas is Davao City, located on the island of Mindanao. Mindanao is the second largest and southernmost major island in the Philippines, with a population of over 20 million people.

The Philippines shares maritime borders with Taiwan, Vietnam, Malaysia, Indonesia, and the Federated States of Micronesia. The country's economy is driven by agriculture, manufacturing, and services, with the service sector accounting for over 50% of the GDP. The Philippines is also a member of the Association of Southeast Asian Nations (ASEAN) and the Asia-Pacific Economic Cooperation (APEC).

The country has a rich history, with evidence of human habitation dating back to at least 30,000 years ago. The Philippines was a Spanish colony for over 300 years, and it gained independence in 1946. The country has experienced political instability and has been affected by natural disasters, including typhoons, earthquakes, and volcanic eruptions.

The Philippines is known for its diverse culture, with over 170 ethnic groups and languages. The country is also home to numerous UNESCO World Heritage Sites, including the Rice Terraces of the Philippine Cordilleras, the Historic City of Vigan, and the Puerto Princesa Subterranean River National Park.

In conclusion, the Philippines is a diverse and vibrant country with a rich history, culture, and natural beauty. Its strategic location in Southeast Asia has made it an important player in regional politics and economics. The country continues"
92,What was the occupation of Bao Xin?,officer,"['army', 'confucian scholar', 'construction', 'dragoon', 'emperor', 'eunuch', 'founder', 'general', 'justice', 'king', 'leader', 'major', 'member', 'military', 'officer', 'official', 'politician', 'r', 'ruler', 'script', 'social reformer', 'soldier', 'sovereign', 'taiwan', 'warrior']"," Hong Kong is an autonomous territory in East Asia, bordered by Macau to the west and the Chinese province of Guangdong to the north. It is the world's fourth most densely populated sovereign state or territory. Guangzhou, a major city in Guangdong Province, is the capital and largest city of the province, and a significant port and transportation hub. The Qin dynasty, founded by Qin Shi Huang, was the first imperial dynasty of China, lasting from 221 to 206 BC. The dynasty's strength was bolstered by Shang Yang's Legalist reforms. The Qin dynasty, despite its short reign of 15 years, unified China after conquering the other six states in the Seven Warring States period. Wang Mang, a Han Dynasty official, founded the Xin Dynasty in 923 AD, marking the end of the Han Dynasty and the beginning of the Eastern Han Dynasty. The Han Dynasty, founded by Emperor Gaozu of Han, was a golden age in Chinese history. The Han Empire was later divided into the Western and Eastern Han Dynasties, with the latter ending in 220 AD when Cao Pi usurped the throne, leading to the Three Kingdoms period. The military, comprising infantry, cavalry, and artillery units, supports the state's interests and defends against external threats. The Three Kingdoms period (220280 AD) saw the division of China into three states: Wei, Shu, and Wu. The Xin Dynasty (923 AD) interrupted the Han Dynasty, leading to the Western and Eastern Han periods. The Han dynasty's fall was marked by the Yellow Turban Rebellion and the rise of warlords like Dong Zhuo, Yuan Shao, and Sun Jian. The term ""great power"" refers to a sovereign state with significant military, economic, and diplomatic influence. China, with its large population and economy, is a great power and a major regional power in Asia. The Communist Party of China, founded in 1921, established the People's Republic of China in 1949, and controls the world"
93,In which language was 'Shrek the Third' originally written?,english,"['english', 'indonesia', 'instrumental', 'latin', 'traditional chinese']"," DreamWorks Animation, a subsidiary of NBCUniversal, is an American animation studio known for producing animated feature films, television programs, and online virtual games. The studio was formed in 1997 by former Amblimation alumni and was spun off into a separate public company in 2004. DreamWorks Animation has released a total of 33 feature films, including the franchises ""Shrek"", ""Madagascar"", ""Kung Fu Panda"", and ""How to Train Your Dragon"".

The Shrek franchise, which began with the 2001 film ""Shrek"", has been a significant part of DreamWorks Animation's success. The third installment, ""Shrek the Third"", was released in 2007 and directed by Chris Miller and Raman Hui. The film features a storyline eight months after the marriage of Shrek and Fiona, with Shrek setting out to find the next heir to the throne. The film also features Justin Timberlake as Arthur Pendragon and Eric Idle as Merlin.

""Shrek the Third"" was nominated for Best Animated Movie at the 2008 Kids' Choice Awards and the BAFTA Award for Best Animated Film at the 61st British Academy Film Awards. The film grossed $799 million on a $160 million budget, making it the fourth highest-grossing film of 2007. A sequel, ""Shrek Forever After"", was released in 2010.

DreamWorks Animation is based in Glendale, California, and maintains satellite studios in India and China. The studio was acquired by NBCUniversal in 2016 for $3.8 billion, making it a division of the Universal Filmed Entertainment Group. <|end|>"
94,Which individual is known for being a film producer and associated with the 'Hippie Hippie Shake'?,tim bevan,"['bbc', 'christopher nolan', 'danny boyle', 'david horsley', 'eric fellner', 'europe', 'european union', 'film producer', 'full force', 'leonardo dicaprio', 'pat powers', 'sarah radclyffe', 'tim bevan', 'universal studios', 'working title films']"," The United Kingdom (UK) is a sovereign country in western Europe, comprising the island of Great Britain, the north-eastern part of the island of Ireland, and numerous smaller islands. Northern Ireland is the only part of the UK sharing a land border with the Republic of Ireland. The UK has a coastline of over 12,400 km, ranking it 12th in the world. It is the 78th-largest sovereign state and the 21st-most populous country, with an estimated 65.1 million inhabitants.

Great Britain, also known as Britain, is the largest island in the UK and the ninth-largest in the world. It has a population of about 61 million people, making it the third-most populous island globally. The island of Ireland is situated to the west of Great Britain, and together, these islands, along with over 1,000 smaller surrounding islands, form the British Isles archipelago.

London, the capital and most populous city of England and the UK, is located on the River Thames in the southeast of Great Britain. It was founded by the Romans in 43 AD and has been a major settlement for two millennia. The City of London, its ancient core, retains its medieval boundaries. Since the 19th century, ""London"" has also referred to the metropolis around this core, historically split between Middlesex, Essex, Surrey, Kent, and Hertfordshire, which today largely makes up Greater London, governed by the Mayor of London and the London Assembly.

Universal Studios, founded in 1912 by Carl Laemmle and others, is an American film studio owned by Comcast through the Universal Filmed Entertainment Group division of its wholly-owned subsidiary NBCUniversal. It is the oldest surviving film studio in the United States and the fourth oldest in the world. The company produces feature films and several television productions.

Cillian Murphy is an Irish actor known for his roles in ""28 Days Later,"" ""The Dark Knight Trilogy,"" ""Red Eye,"" ""Sunshine,"" ""Inception,"" and ""Peaky Blinders."" Eric Fellner"
95,What is the subclass of the Bishop of Portsmouth?,diocesan bishop,"['administration', 'apostle', 'archbishop', 'area', 'association', 'bible', 'bishop', 'capital', 'cathedral', 'christian', 'christian church', 'christianity', 'church', 'city', 'community', 'continent', 'cover', 'death', 'diocesan bishop', 'diocese', 'district', 'england', 'english', 'ethnic group', 'greek', 'hebrew', 'idea', 'irish', 'jurisdiction', 'man', 'mayor', 'mission', 'missionary', 'monarch', 'monk', 'monotheistic religion', 'nation', 'ocean', 'participation', 'person', 'pope', 'portal', 'printing', 'printing press', 'process', 'protestant reformation', 'province', 'public', 'religion', 'religious', 'river', 'sea', 'sense', 'term', 'third', 'turkish', 'vicar', 'western', 'word', 'world']"," Canterbury, a historic English cathedral city and UNESCO World Heritage Site, is the heart of the City of Canterbury, a local government district of Kent, England. It lies on the River Stour and is known for its association with Augustine of Canterbury, the first Archbishop of Canterbury, who is considered the ""Apostle to the English"" and a founder of the English Church. The Church of England, the mother church of the Anglican Communion, traces its formal establishment to the Gregorian mission led by Augustine in the 6th century. The Archbishop of Canterbury, currently Justin Welby, is the most senior bishop in the Church of England and the symbolic head of the worldwide Anglican Communion.

The English Reformation, a series of events in the 16th century, led to the Church of England breaking away from the authority of the Pope and the Roman Catholic Church. The Province of Canterbury, one of two ecclesiastical provinces in the Church of England, consists of 30 dioceses covering roughly two-thirds of England, parts of Wales, and the Channel Islands. The Province of York, the other ecclesiastical province, consists of 12 dioceses covering the northern third of England and the Isle of Man.

Christianity, an Abrahamic, monotheistic religion based on the life and teachings of Jesus Christ, has a significant presence in England. The Archbishop of Canterbury, the senior bishop and principal leader of the Church of England, is the symbolic head of the worldwide Anglican Communion. The current Archbishop of Canterbury is Justin Welby, who was enthroned in 2013.

The concept of a national church, a Christian church associated with a specific ethnic group or nation state, was notably discussed during the 19th century, during the emergence of modern nationalism. London, the capital and most populous city of England and the United Kingdom, is the seat of the Archbishop of Canterbury and the Bishop of Portsmouth. The Bishop of Portsmouth is the Ordinary of the Church of England Diocese of Portsmouth in the Province of Canterbury, covering south-east Hampshire and the Isle of Wight. The current bishop is Christopher"
